t,x,y,z
9.421999999999999886e+01,6.896619622648372250e+00,9.698176305451863044e+00,2.013499322334189756e+01
9.423000000000000398e+01,7.185841205739691873e+00,1.014690821391409337e+01,2.029431165582580832e+01
9.423999999999999488e+01,7.490293814435421638e+00,1.060006693090513252e+01,2.051087342926851420e+01
9.425000000000000000e+01,7.808573729663208951e+00,1.105360930012802712e+01,2.078796187704100618e+01
9.426000000000000512e+01,8.139059067145099746e+00,1.150355147498825659e+01,2.112768902205151988e+01
9.426999999999999602e+01,8.479957028619431014e+00,1.194408504717491226e+01,2.153041758140550144e+01
9.428000000000000114e+01,8.829048567687763693e+00,1.236524518384857707e+01,2.199909924099845071e+01
9.429000000000000625e+01,9.183523076485379022e+00,1.275715082535653444e+01,2.253476737481444658e+01
9.429999999999999716e+01,9.539975674475721590e+00,1.311019212121075128e+01,2.313628036088216433e+01
9.431000000000000227e+01,9.894407208451955427e+00,1.341503043008922091e+01,2.380032158127786346e+01
9.432000000000000739e+01,1.024222425253391044e+01,1.366259831983291306e+01,2.452139942212026824e+01
9.432999999999999829e+01,1.057823910816965629e+01,1.384409956744764969e+01,2.529184727357274198e+01
9.434000000000000341e+01,1.089666980413688258e+01,1.395100915910451889e+01,2.610182352984695697e+01
9.435000000000000853e+01,1.119114009654002118e+01,1.397507329013830812e+01,2.693931158919630064e+01
9.435999999999999943e+01,1.145467946881183607e+01,1.390830936504879567e+01,2.779011985391897710e+01
9.437000000000000455e+01,1.168202007495697181e+01,1.374139972496439377e+01,2.864028927475382957e+01
9.437999999999999545e+01,1.186863723344389854e+01,1.347401430309692749e+01,2.947252305446503229e+01
9.439000000000000057e+01,1.200794723624156290e+01,1.311465569985901780e+01,3.026597423383695329e+01
9.440000000000000568e+01,1.209499529957644270e+01,1.267233786515524230e+01,3.100254861919115257e+01
9.440999999999999659e+01,1.212648208716065490e+01,1.215654457555811874e+01,3.166694103104537206e+01
9.442000000000000171e+01,1.210076371019174957e+01,1.157722943430536944e+01,3.224663530411600476e+01
9.443000000000000682e+01,1.201785172735244878e+01,1.094481587130433908e+01,3.273190428731241752e+01
9.443999999999999773e+01,1.187941314481113331e+01,1.027019714313014731e+01,3.311580984374036518e+01
9.445000000000000284e+01,1.168877041622089585e+01,9.564736333022455739e+00,3.339420285070305283e+01
9.446000000000000796e+01,1.145060488763111017e+01,8.840960800751371806e+00,3.356571085307302837e+01
9.446999999999999886e+01,1.116647571966131025e+01,8.123310852904788604e+00,3.363147898695731897e+01
9.448000000000000398e+01,1.084196562102513717e+01,7.428838168210490700e+00,3.359494501363380436e+01
9.448999999999999488e+01,1.048434141066726966e+01,6.768699984111967716e+00,3.346137639539309561e+01
9.450000000000000000e+01,1.010066483063551424e+01,6.152223515482862837e+00,3.323777240565529212e+01
9.451000000000000512e+01,9.697792546084247789e+00,5.586905954633655469e+00,3.293286412897091964e+01
9.451999999999999602e+01,9.282376145272998258e+00,5.078414471308519751e+00,3.255711446102090179e+01
9.453000000000000114e+01,8.860862139564568807e+00,4.630586212683481584e+00,3.212271810861444266e+01
9.454000000000000625e+01,8.439491963428581656e+00,4.245428303370760936e+00,3.164360158969224557e+01
9.454999999999999716e+01,8.024301974439715934e+00,3.923117845416213001e+00,3.113542323332521278e+01
9.456000000000000227e+01,7.621155206373953384e+00,3.659866354881943007e+00,3.060857937677718965e+01
9.457000000000000739e+01,7.234308920426746781e+00,3.449554577062860616e+00,3.006376951208248371e+01
9.457999999999999829e+01,6.866654656472787721e+00,3.288902085948968601e+00,2.950688363443733664e+01
9.459000000000000341e+01,6.520649978791247747e+00,3.174391934039310748e+00,2.894324302103105850e+01
9.460000000000000853e+01,6.198323502391657414e+00,3.102237847969332663e+00,2.837751823651971961e+01
9.460999999999999943e+01,5.901274893012192990e+00,3.068384228509928313e+00,2.781372913302376659e+01
9.462000000000000455e+01,5.630674867118553806e+00,3.068506150567565705e+00,2.725524485012559950e+01
9.462999999999999545e+01,5.387265191906824846e+00,3.098009363184504039e+00,2.670478381487519215e+01
9.464000000000000057e+01,5.171358685300409874e+00,3.152030289538767960e+00,2.616441374178371859e+01
9.465000000000000568e+01,4.982576586767927473e+00,3.226868426727300232e+00,2.563557680219849644e+01
9.465999999999999659e+01,4.819787611513072889e+00,3.322668149623380529e+00,2.511935107057350436e+01
9.467000000000000171e+01,4.682443122364153609e+00,3.437761168512361465e+00,2.461674130729156573e+01
9.468000000000000682e+01,4.569979413712996319e+00,3.570646360947381304e+00,2.412874398591782210e+01
9.468999999999999773e+01,4.481778731716798525e+00,3.720158771998770320e+00,2.365634878054124357e+01
9.470000000000000284e+01,4.417169274297907400e+00,3.885469614254799975e+00,2.320053856577271389e+01
9.471000000000000796e+01,4.375425191144573844e+00,4.066086267820409716e+00,2.276228941674906991e+01
9.471999999999999886e+01,4.355766583710432016e+00,4.261852280317742547e+00,2.234257060913096282e+01
9.473000000000000398e+01,4.357359505214554396e+00,4.472947366887080278e+00,2.194234461910119549e+01
9.473999999999999488e+01,4.379288880733756884e+00,4.699874190025812304e+00,2.156259623594074526e+01
9.475000000000000000e+01,4.420527150112410375e+00,4.943079023112871617e+00,2.120475946810437762e+01
9.476000000000000512e+01,4.481183251669427214e+00,5.202938452443849116e+00,2.086999201125121317e+01
9.476999999999999602e+01,4.561555022798642334e+00,5.479867370566203988e+00,2.055951050198001084e+01
9.478000000000000114e+01,4.661829906454938666e+00,5.774273196016165954e+00,2.027479839808528084e+01
9.479000000000000625e+01,4.782084951153570351e+00,6.086555873316372711e+00,2.001760597855995627e+01
9.479999999999999716e+01,4.922286810970371462e+00,6.417107872976935745e+00,1.978995034359387262e+01
9.481000000000000227e+01,5.082291745542483419e+00,6.766314191496963559e+00,1.959411541457297901e+01
9.482000000000000739e+01,5.261845620067162166e+00,7.134552351361747924e+00,1.943265193408128866e+01
9.482999999999999829e+01,5.460583905302245356e+00,7.522192401044047294e+00,1.930837746589968518e+01
9.484000000000000341e+01,5.678031677567129343e+00,7.929596915005857838e+00,1.922437639500560991e+01
9.485000000000000853e+01,5.913603618741072765e+00,8.357120993695120958e+00,1.918399992757413486e+01
9.485999999999999943e+01,6.167050403118550683e+00,8.803334616986211003e+00,1.918947325499874523e+01
9.487000000000000455e+01,6.439097392721160773e+00,9.265924494574955261e+00,1.924434624294669050e+01
9.487999999999999545e+01,6.730112273034218440e+00,9.743385359806930879e+00,1.935399538151757781e+01
9.489000000000000057e+01,7.039935716715383762e+00,1.023306491343713098e+01,1.952312468887524943e+01
9.490000000000000568e+01,7.367881555229978119e+00,1.073116204545205399e+01,1.975576387526849587e+01
9.490999999999999659e+01,7.712736778852104180e+00,1.123272683507169845e+01,2.005526834303109140e+01
9.492000000000000171e+01,8.072761536666238413e+00,1.173166055075174619e+01,2.042431918658349588e+01
9.493000000000000682e+01,8.445689136564283217e+00,1.222071565017927597e+01,2.086492319243029314e+01
9.493999999999999773e+01,8.828726045246952481e+00,1.269149578027496972e+01,2.137841283916102597e+01
9.495000000000000284e+01,9.218551888225492874e+00,1.313445577719504342e+01,2.196544629745282506e+01
9.496000000000000796e+01,9.611319449818404692e+00,1.353890166632722547e+01,2.262600743006603921e+01
9.496999999999999886e+01,1.000300699753320011e+01,1.389435596887445712e+01,2.335905729653251583e+01
9.498000000000000398e+01,1.038903590435324631e+01,1.419052729689984993e+01,2.415893840384481095e+01
9.498999999999999488e+01,1.076256647320652604e+01,1.441189763854879935e+01,2.501613531767346643e+01
9.500000000000000000e+01,1.111670177537761717e+01,1.454533069956094415e+01,2.591924809126739859e+01
9.501000000000000512e+01,1.144462934798501408e+01,1.458057441784387365e+01,2.685501912605699815e+01
9.501999999999999602e+01,1.173962119398288984e+01,1.451026096347469263e+01,2.780833317165757990e+01
9.503000000000000114e+01,1.199503378216219041e+01,1.432990673869910481e+01,2.876221732587364244e+01
9.504000000000000625e+01,1.220430804714810158e+01,1.403791237793199009e+01,2.969784103469070757e+01
9.504999999999999716e+01,1.236096938940160328e+01,1.363556274775782740e+01,3.059451609227951252e+01
9.506000000000000227e+01,1.245876442406836837e+01,1.312629016498958912e+01,3.142953743283484869e+01
9.507000000000000739e+01,1.249400618440443900e+01,1.251400321870205445e+01,3.217975066386232896e+01
9.507999999999999829e+01,1.246464224928355335e+01,1.182135404281168434e+01,3.283035922517690608e+01
9.509000000000000341e+01,1.236999467987188339e+01,1.107253176206824463e+01,3.337072463765338171e+01
9.510000000000000853e+01,1.221108243227769208e+01,1.028904216126510995e+01,3.379321474650446788e+01
9.510999999999999943e+01,1.199062135755161584e+01,9.489707685236536960e+00,3.409320372128436816e+01
9.512000000000000455e+01,1.171302420168531100e+01,8.690667438854033477e+00,3.426907205588927496e+01
9.512999999999999545e+01,1.138440060561385181e+01,7.905377187034303255e+00,3.432220656855479746e+01
9.514000000000000057e+01,1.101255710521260411e+01,7.144609354730254047e+00,3.425700040185803630e+01
9.515000000000000568e+01,1.060699240167554258e+01,6.416464879669335986e+00,3.408085825453974849e+01
9.515999999999999659e+01,1.017452065846569909e+01,5.736927018896937014e+00,3.380816317840412211e+01
9.517000000000000171e+01,9.721475126222227203e+00,5.121142905356277808e+00,3.345354556562367776e+01
9.518000000000000682e+01,9.256528298828442303e+00,4.574087897597042485e+00,3.302807163692516923e+01
9.518999999999999773e+01,8.787533442405674577e+00,4.098376418392237319e+00,3.254306618518360494e+01
9.520000000000000284e+01,8.321524595311185379e+00,3.694261954736603126e+00,3.201011257541969002e+01
9.521000000000000796e+01,7.864716568142186226e+00,3.359637057850669795e+00,3.144105274480401491e+01
9.521999999999999886e+01,7.422504943733778227e+00,3.090033343178287595e+00,3.084798720265518668e+01
9.523000000000000398e+01,6.999466077157126875e+00,2.878621490385918413e+00,3.024327503043710408e+01
9.523999999999999488e+01,6.599410902050580674e+00,2.718548944113174493e+00,2.963491088821928088e+01
9.525000000000000000e+01,6.224805921161363997e+00,2.606227607038432037e+00,2.902337440202497376e+01
9.526000000000000512e+01,5.877123097388708750e+00,2.536689827142565967e+00,2.841283328315065404e+01
9.526999999999999602e+01,5.557468629440483809e+00,2.505206507864337961e+00,2.780691439186195879e+01
9.528000000000000114e+01,5.266587811978619804e+00,2.507325760514490742e+00,2.720861649951772776e+01
9.529000000000000625e+01,5.004865035621843816e+00,2.538872904276010090e+00,2.662031028857519033e+01
9.529999999999999716e+01,4.772323786944124180e+00,2.595950466203801987e+00,2.604373835258730097e+01
9.531000000000000227e+01,4.568626648473870233e+00,2.674938181225121170e+00,2.548001519620036603e+01
9.532000000000000739e+01,4.392886011096359233e+00,2.772976682001305981e+00,2.492991323420580585e+01
9.532999999999999829e+01,4.243747475924915413e+00,2.888954321583566909e+00,2.439457457093982740e+01
9.534000000000000341e+01,4.120477722719381397e+00,3.021328475374112976e+00,2.387460285888288425e+01
9.535000000000000853e+01,4.022333357361497441e+00,3.168854856697010725e+00,2.337060166164157948e+01
9.535999999999999943e+01,3.948518790867165951e+00,3.330663417335878673e+00,2.288321995623394400e+01
9.537000000000000455e+01,3.898186239386299157e+00,3.506258347534675579e+00,2.241315213308748966e+01
9.537999999999999545e+01,3.870435724203470151e+00,3.695518075996040874e+00,2.196113799604395922e+01
9.539000000000000057e+01,3.864315071737335128e+00,3.898695269883290848e+00,2.152796276235401862e+01
9.540000000000000568e+01,3.878819913540989539e+00,4.116416834818583226e+00,2.111445706268180089e+01
9.540999999999999659e+01,3.912891858916772492e+00,4.349676454968169459e+00,2.072150409391083770e+01
9.542000000000000171e+01,3.965675147457947247e+00,4.599220546475957683e+00,2.035037944786014918e+01
9.543000000000000682e+01,4.037369329358931225e+00,4.865612610597783494e+00,2.000216098147282651e+01
9.543999999999999773e+01,4.128348352995214299e+00,5.149592036685382901e+00,1.967795323816938691e+01
9.545000000000000284e+01,4.238899531377266605e+00,5.451912774644936732e+00,1.937917497892333429e+01
9.546000000000000796e+01,4.369223542149760497e+00,5.773343334934653015e+00,1.910755918226393035e+01
9.546999999999999886e+01,4.519434427591832559e+00,6.114666788565859434e+00,1.886515304427463846e+01
9.548000000000000398e+01,4.689559594617853655e+00,6.476680767104573633e+00,1.865431797859225327e+01
9.548999999999999488e+01,4.879539814775859519e+00,6.860197462668038426e+00,1.847772961640921707e+01
9.550000000000000000e+01,5.089229224249487871e+00,7.266043627928842952e+00,1.833837780647122528e+01
9.551000000000000512e+01,5.318395323856158541e+00,7.695060576111181661e+00,1.823956661507910582e+01
9.551999999999999602e+01,5.566725872568766498e+00,8.148023549478699223e+00,1.818485771741430312e+01
9.553000000000000114e+01,5.834481948729597356e+00,8.622984695930973942e+00,1.817669212802531575e+01
9.554000000000000625e+01,6.122702627368420636e+00,9.119025284718958346e+00,1.821997266624634548e+01
9.554999999999999716e+01,6.431992555732547245e+00,9.635362725363084024e+00,1.832043568514448140e+01
9.556000000000000227e+01,6.762426273107003283e+00,1.016982081739385890e+01,1.848336524393941360e+01
9.557000000000000739e+01,7.113548210811893924e+00,1.071882975034745655e+01,1.871359310800260545e+01
9.557999999999999829e+01,7.484372692203590027e+00,1.127742610376782828e+01,1.901549874885728286e+01
9.559000000000000341e+01,7.873383932676443209e+00,1.183925284720917759e+01,1.939300934418015032e+01
9.560000000000000853e+01,8.278536039659615042e+00,1.239655934023117823e+01,1.984959977779883644e+01
9.560999999999999943e+01,8.697253012618563872e+00,1.294020133240139359e+01,2.038829263969266137e+01
9.562000000000000455e+01,9.126428743056919757e+00,1.345964096329755222e+01,2.101165822599544342e+01
9.562999999999999545e+01,9.562427499790942420e+00,1.394295114093470822e+01,2.172181291824563587e+01
9.564000000000000057e+01,1.000121001919199237e+01,1.437988460365655996e+01,2.251788388684402165e+01
9.565000000000000568e+01,1.043682472284723772e+01,1.475440381767420206e+01,2.339452172954317177e+01
9.565999999999999659e+01,1.086221134586569548e+01,1.504776946332042442e+01,2.434410467724979554e+01
9.567000000000000171e+01,1.126998264648092984e+01,1.524408268830742230e+01,2.535582637183137322e+01
9.568000000000000682e+01,1.165242440604740892e+01,1.533028510772426678e+01,2.641569586610803455e+01
9.568999999999999773e+01,1.200149542904248001e+01,1.529615880403883921e+01,2.750653762385630330e+01
9.570000000000000284e+01,1.230882754306770011e+01,1.513432632709699988e+01,2.860799151981406396e+01
9.571000000000000796e+01,1.256572559884583562e+01,1.484025069412286335e+01,2.969651283967119682e+01
9.571999999999999886e+01,1.276319117523711810e+01,1.441212641619661561e+01,3.074537549021617977e+01
9.573000000000000398e+01,1.289484510979172072e+01,1.384529771995259040e+01,3.172624540924791958e+01
9.574000000000000909e+01,1.295563202813193371e+01,1.315860352922625864e+01,3.261435959848629551e+01
9.575000000000000000e+01,1.294137410539223687e+01,1.238011537993881639e+01,3.338952493684799805e+01
9.576000000000000512e+01,1.285036765998798991e+01,1.153514357175653693e+01,3.403605089165375830e+01
9.576999999999999602e+01,1.268338315361583923e+01,1.064623716809876086e+01,3.454274951862103649e+01
9.578000000000000114e+01,1.244366519125269654e+01,9.733183996128426330e+00,3.490293546187132989e+01
9.579000000000000625e+01,1.213693252115712262e+01,8.813010646760744748e+00,3.511442595392463772e+01
9.579999999999999716e+01,1.177137803486905376e+01,7.899982474659466902e+00,3.517954081570256619e+01
9.581000000000000227e+01,1.135750878256498808e+01,7.006043384474375912e+00,3.510520131165020530e+01
9.582000000000000739e+01,1.090133170680834773e+01,6.159275053019436008e+00,3.490622632595311359e+01
9.582999999999999829e+01,1.041118834782798785e+01,5.380735453865792550e+00,3.459723305051231534e+01
9.584000000000000341e+01,9.897793988086053929e+00,4.679624572668194205e+00,3.419170828572799792e+01
9.585000000000000853e+01,9.371017280884810674e+00,4.061719338250457056e+00,3.370412909689462566e+01
9.585999999999999943e+01,8.839880250364627656e+00,3.529373622601613913e+00,3.314996281420019386e+01
9.587000000000000455e+01,8.312558291501641605e+00,3.081518240874167702e+00,3.254566703272327999e+01
9.587999999999999545e+01,7.796380170113010877e+00,2.713660951389107900e+00,3.190868961243877777e+01
9.589000000000000057e+01,7.297844479299265608e+00,2.418060006862503108e+00,3.125675182373275263e+01
9.590000000000000568e+01,6.822322596955059382e+00,2.187937780409534128e+00,3.059459601471779067e+01
9.590999999999999659e+01,6.373125141776938563e+00,2.017155332624639641e+00,2.992618264853569698e+01
9.592000000000000171e+01,5.952730760002040711e+00,1.899227524461445160e+00,2.925727657880674570e+01
9.593000000000000682e+01,5.563030360609436897e+00,1.827840413627542127e+00,2.859264603141348715e+01
9.593999999999999773e+01,5.205327115318016951e+00,1.796851254583463398e+00,2.793606260449788437e+01
9.595000000000000284e+01,4.880336458585169623e+00,1.800288498542846671e+00,2.729030126845852422e+01
9.596000000000000796e+01,4.588186087609823716e+00,1.832351793472687840e+00,2.665714036595623782e+01
9.596999999999999886e+01,4.328360488416225671e+00,1.887686667380415351e+00,2.603747270941058645e+01
9.598000000000000398e+01,4.099490239507255218e+00,1.963789716179769052e+00,2.543237791121417146e+01
9.599000000000000909e+01,3.900424293647264395e+00,2.058179031385337865e+00,2.484246629700060893e+01
9.600000000000000000e+01,3.730047527441518795e+00,2.168518069169520501e+00,2.426816984255677667e+01
9.601000000000000512e+01,3.587183469026226312e+00,2.292964262633113481e+00,2.370988996822708827e+01
9.601999999999999602e+01,3.470594298070140749e+00,2.430169021804161389e+00,2.316799753891912417e+01
9.603000000000000114e+01,3.378980845772924901e+00,2.579277733639365966e+00,2.264283286409729357e+01
9.604000000000000625e+01,3.310982594866406892e+00,2.739929762022764503e+00,2.213470569778828789e+01
9.604999999999999716e+01,3.265177679613930906e+00,2.912258447766243652e+00,2.164389523857866138e+01
9.606000000000000227e+01,3.240069915553099644e+00,3.096794870815992251e+00,2.117081054089805292e+01
9.607000000000000739e+01,3.234903554237978263e+00,3.293857059826747591e+00,2.071595664723792041e+01
9.607999999999999829e+01,3.249484330153064704e+00,3.503777924803357813e+00,2.027971309115729426e+01
9.609000000000000341e+01,3.283582269785133345e+00,3.727133462433848798e+00,1.986264943684240336e+01
9.610000000000000853e+01,3.336926957346473710e+00,3.964743422948546758e+00,1.946552962195741898e+01
9.610999999999999943e+01,3.409207534774832737e+00,4.217671310120882922e+00,1.908931195764246880e+01
9.612000000000000455e+01,3.500072701733846436e+00,4.487224381268558382e+00,1.873514912851214831e+01
9.612999999999999545e+01,3.609130715612250739e+00,4.774953647250974598e+00,1.840438819265920145e+01
9.614000000000000057e+01,3.735949391524918006e+00,5.082653872472302936e+00,1.809857058165049182e+01
9.615000000000000568e+01,3.880135165888375592e+00,5.412240204350118766e+00,1.781944455742587863e+01
9.615999999999999659e+01,4.042544873743351808e+00,5.764334820763842515e+00,1.756906439840188483e+01
9.617000000000000171e+01,4.224112358079166185e+00,6.140331061004490110e+00,1.734962708993272429e+01
9.618000000000000682e+01,4.425521120544400944e+00,6.541699597417380829e+00,1.716372580957046523e+01
9.618999999999999773e+01,4.647404499550782830e+00,6.969538224450438690e+00,1.701441319774889749e+01
9.620000000000000284e+01,4.890345670274253820e+00,7.424571858656172196e+00,1.690520135778315591e+01
9.621000000000000796e+01,5.154877644653083735e+00,7.907152538688027477e+00,1.684006185587096383e+01
9.621999999999999886e+01,5.441483271388674936e+00,8.417259425302042075e+00,1.682342572109173773e+01
9.623000000000000398e+01,5.750595235946923012e+00,8.954498801359191518e+00,1.686018344540678626e+01
9.624000000000000909e+01,6.082596060555777839e+00,9.518104071821035461e+00,1.695568498365946297e+01
9.625000000000000000e+01,6.437097634349242092e+00,1.010593057186713928e+01,1.711380989192299040e+01
9.626000000000000512e+01,6.813725673521989989e+00,1.071437826245682245e+01,1.733971721581461622e+01
9.626999999999999602e+01,7.213337545258212913e+00,1.134007256771643313e+01,1.764325088279615272e+01
9.628000000000000114e+01,7.635805508875305847e+00,1.197757023567818990e+01,1.803262690497973963e+01
9.629000000000000625e+01,8.079972761154408545e+00,1.261930833267956054e+01,1.851431046630698418e+01
9.629999999999999716e+01,8.543653436341973162e+00,1.325560424336589449e+01,1.909301592254970004e+01
9.631000000000000227e+01,9.023632606151878122e+00,1.387465567069316208e+01,1.977170680131294489e+01
9.632000000000000739e+01,9.515666279761465063e+00,1.446254063592250816e+01,2.055159580203008929e+01
9.632999999999999829e+01,1.001448140381344487e+01,1.500321747862316357e+01,2.143214479596465338e+01
9.634000000000000341e+01,1.051377586241809325e+01,1.547852485667454303e+01,2.241106482621469809e+01
9.635000000000000853e+01,1.100621847714899104e+01,1.586818174626160527e+01,2.348431610770530398e+01
9.635999999999999943e+01,1.148426731084453145e+01,1.615218955443364024e+01,2.464599899118869075e+01
9.637000000000000455e+01,1.193938207758419345e+01,1.631402435362338110e+01,2.587944583894919859e+01
9.637999999999999545e+01,1.235914787534940906e+01,1.633393300852411301e+01,2.715775733332601405e+01
9.639000000000000057e+01,1.273197174150981326e+01,1.619782254772868058e+01,2.845315016694968691e+01
9.640000000000000568e+01,1.304733145918504889e+01,1.589781567568269693e+01,2.973725161776673787e+01
9.640999999999999659e+01,1.329577555724691784e+01,1.543225077268569123e+01,3.098109954904516528e+01
9.642000000000000171e+01,1.346892331032008272e+01,1.480568189488807462e+01,3.215514240937967827e+01
9.643000000000000682e+01,1.355946473877991920e+01,1.402887877429511043e+01,3.322923923268103152e+01
9.643999999999999773e+01,1.356115088642905597e+01,1.311858420098647748e+01,3.417231506139538055e+01
9.645000000000000284e+01,1.347005595133232880e+01,1.209720515199627577e+01,3.495098830939195977e+01
9.646000000000000796e+01,1.328756680032532245e+01,1.100427600583916288e+01,3.555318241909927224e+01
9.646999999999999886e+01,1.301768203591098505e+01,9.878747233521924187e+00,3.597614928757979413e+01
9.648000000000000398e+01,1.266640770554262119e+01,8.754150735762198821e+00,3.622095967908821734e+01
9.649000000000000909e+01,1.224175730162621356e+01,7.658599842998148333e+00,3.629250322506785409e+01
9.650000000000000000e+01,1.175375176151974088e+01,6.614789315383474921e+00,3.619948842415352175e+01
9.651000000000000512e+01,1.121441946753062169e+01,5.639995342783151955e+00,3.595444264217005070e+01
9.651999999999999602e+01,1.063779624692074677e+01,4.746075544783577627e+00,3.557371211213373385e+01
9.653000000000000114e+01,1.003729877686360616e+01,3.944053878160621363e+00,3.508106939242678379e+01
9.654000000000000625e+01,9.422586489134642918e+00,3.245550633376605987e+00,3.450397731924535805e+01
9.654999999999999716e+01,8.805146841932153023e+00,2.651302358310578811e+00,3.386096554823926397e+01
9.656000000000000227e+01,8.195053980583489661e+00,2.158708522201643110e+00,3.316907985834657779e+01
9.657000000000000739e+01,7.600872234391441218e+00,1.762027512151497000e+00,3.244406360256884625e+01
9.657999999999999829e+01,7.029656116631498364e+00,1.452376633121290617e+00,3.170035770796863162e+01
9.659000000000000341e+01,6.486950324549516367e+00,1.217732107930918684e+00,3.095110067566607626e+01
9.660000000000000853e+01,5.976892903949069691e+00,1.045710490785117575e+00,3.020586188291572682e+01
9.660999999999999943e+01,5.502022364210629846e+00,9.301000498743587919e-01,2.946687724850367474e+01
9.662000000000000455e+01,5.063529260079972616e+00,8.626605395488085026e-01,2.873791349105395909e+01
9.662999999999999545e+01,4.662047831946341425e+00,8.357114449351943364e-01,2.802205699577702447e+01
9.664000000000000057e+01,4.297676240389307623e+00,8.423380928571365667e-01,2.732153365514249543e+01
9.665000000000000568e+01,3.969976566182884969e+00,8.763916518355668872e-01,2.663770886888632106e+01
9.665999999999999659e+01,3.677974810293593411e+00,9.324891320884352020e-01,2.597108754400763075e+01
9.667000000000000171e+01,3.420067010662435347e+00,1.006223538727816447e+00,2.532159716042402664e+01
9.668000000000000682e+01,3.194244159646326242e+00,1.094675118615513032e+00,2.468953893000072242e+01
9.668999999999999773e+01,2.998864983705449738e+00,1.195272086766123953e+00,2.407477929527486538e+01
9.670000000000000284e+01,2.832263436990980487e+00,1.305946487583902194e+00,2.347714516870935597e+01
9.671000000000000796e+01,2.692721865541752635e+00,1.425166124119134237e+00,2.289646748428219070e+01
9.671999999999999886e+01,2.578471007283257510e+00,1.551934558068512882e+00,2.233258119748372650e+01
9.673000000000000398e+01,2.487689992027326991e+00,1.685791109775733432e+00,2.178532528531436796e+01
9.674000000000000909e+01,2.418506341473105614e+00,1.826810858230411672e+00,2.125454274628940254e+01
9.675000000000000000e+01,2.368990817041293884e+00,1.975550886147419360e+00,2.074015270251202381e+01
9.676000000000000512e+01,2.338041696697442884e+00,2.132335173578698839e+00,2.024216677389268071e+01
9.676999999999999602e+01,2.325241038140700045e+00,2.297384590546688088e+00,1.976054916821854945e+01
9.678000000000000114e+01,2.330128113080292884e+00,2.471214762914936358e+00,1.929537775554673118e+01
9.679000000000000625e+01,2.352189323814306565e+00,2.654640304906727977e+00,1.884684821810981603e+01
9.679999999999999716e+01,2.390858203229516032e+00,2.848774819105724276e+00,1.841527405031371956e+01
9.681000000000000227e+01,2.445515414801663123e+00,3.055030896456854883e+00,1.800108655873597030e+01
9.682000000000000739e+01,2.515488752595125277e+00,3.275120116264664816e+00,1.760483486212936910e+01
9.682999999999999829e+01,2.600053141262981704e+00,3.511053046194050786e+00,1.722718589142004575e+01
9.684000000000000341e+01,2.698887466098817356e+00,3.764750737193521157e+00,1.686899424328210273e+01
9.685000000000000853e+01,2.813142557308501157e+00,4.037209260668230826e+00,1.653130229667117135e+01
9.685999999999999943e+01,2.943423881948716847e+00,4.330127778004683847e+00,1.621516643894211640e+01
9.687000000000000455e+01,3.090336825780240826e+00,4.645312895803208164e+00,1.592199708074624809e+01
9.687999999999999545e+01,3.254552322481010229e+00,4.984619417695504318e+00,1.565357562256326318e+01
9.689000000000000057e+01,3.436806853647794036e+00,5.349950344348241238e+00,1.541205445469793744e+01
9.690000000000000568e+01,3.637902448794627208e+00,5.743256873459769096e+00,1.519995695728287544e+01
9.690999999999999659e+01,3.858706685353382682e+00,6.166538399761378741e+00,1.502017750027718002e+01
9.692000000000000171e+01,4.100128976722584362e+00,6.621678644570394567e+00,1.487596849745359329e+01
9.693000000000000682e+01,4.362825163466157008e+00,7.107360537522698252e+00,1.477082716125018891e+01
9.693999999999999773e+01,4.648452265905943293e+00,7.626527689840898461e+00,1.470942288856732638e+01
9.695000000000000284e+01,4.958731250540897584e+00,8.182803007339185086e+00,1.469719554623681290e+01
9.696000000000000796e+01,5.295025736240134506e+00,8.778051807683597829e+00,1.474012629418439957e+01
9.696999999999999886e+01,5.658341994243978768e+00,9.412381820394003284e+00,1.484473758542915967e+01
9.698000000000000398e+01,6.049328948165682007e+00,1.008414318684703481e+01,1.501809316608429157e+01
9.699000000000000909e+01,6.468278173988323942e+00,1.078992846027068708e+01,1.526779807535624300e+01
9.700000000000000000e+01,6.915123900066183715e+00,1.152457260574680831e+01,1.560199864554466487e+01
9.701000000000000512e+01,7.389443007126823559e+00,1.228115300021443090e+01,1.602938250204432791e+01
9.701999999999999602e+01,7.890455028266548432e+00,1.305098943246241738e+01,1.655917856334146165e+01
9.703000000000000114e+01,8.417022148955791039e+00,1.382364410313799041e+01,1.720115704101867138e+01
9.704000000000000625e+01,8.967645199482921825e+00,1.458692889110833413e+01,1.796561587496648471e+01
9.704999999999999716e+01,9.538156170207519935e+00,1.532800955605731374e+01,1.885703681796555031e+01
9.706000000000000227e+01,1.012240814783876530e+01,1.602395087478642921e+01,1.987931527783625185e+01
9.707000000000000739e+01,1.071383777208962940e+01,1.664742588688094571e+01,2.103531603948309225e+01
9.707999999999999829e+01,1.130408959717748907e+01,1.717173803542812394e+01,2.232079442094434185e+01
9.709000000000000341e+01,1.188301609182668450e+01,1.757082116701898755e+01,2.372439627339836932e+01
9.710000000000000853e+01,1.243867763926346015e+01,1.781923953174381126e+01,2.522765798115265312e+01
9.710999999999999943e+01,1.295734253721863993e+01,1.789218778319531111e+01,2.680500646164863809e+01
9.712000000000000455e+01,1.342348699792968070e+01,1.776549097846797665e+01,2.842375916546907888e+01
